,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
35,5,receive,errors,Set,them,14 -- 19
36,5,receive,errors,Receive,them,14 -- 20
37,5,receive,in_rally,3-Pass,none,14 -- 20
37,5,receive,earned,Spike,us,15 -- 20
38,6,serve,errors,Serve,them,15 -- 21
39,6,receive,in_rally,3-Pass,none,15 -- 21
39,6,receive,earned,Spike,us,16 -- 21
40,1,serve,in_rally,1-Serve,none,16 -- 21
40,1,serve,earned,Spike,them,16 -- 22
41,1,receive,in_rally,2-Pass,none,16 -- 22
41,1,receive,earned,Spike,them,16 -- 23
42,1,receive,in_rally,2-Pass,none,16 -- 23
42,1,receive,earned,Spike,us,17 -- 23
43,2,serve,earned,Ace,us,18 -- 23
44,2,serve,errors,Serve,them,18 -- 24
45,2,receive,in_rally,1-Pass,none,18 -- 24
45,2,receive,errors,Set,them,18 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,errors,Serve,them,0 -- 1
2,1,receive,errors,Serve,us,1 -- 1
3,2,serve,in_rally,3-Serve,none,1 -- 1
4,2,serve,in_rally,3-FB Pass,none,1 -- 1
4,2,serve,earned,Spike,us,2 -- 1
5,2,serve,errors,Serve,them,2 -- 2
6,2,receive,errors,Spike,them,2 -- 3
7,2,receive,in_rally,3-Pass,none,2 -- 3
7,2,receive,errors,Tip,them,2 -- 4
8,2,receive,in_rally,2-Pass,none,2 -- 4
8,2,receive,errors,Spike,us,3 -- 4
9,3,serve,earned,Ace,us,4 -- 4
10,3,serve,errors,Serve,them,4 -- 5
11,3,receive,earned,Spike,them,4 -- 6
12,3,receive,in_rally,3-Pass,none,4 -- 6
12,3,receive,earned,Spike,us,5 -- 6
13,4,serve,in_rally,2-Serve,none,5 -- 6
13,4,serve,earned,Spike,them,5 -- 7
14,4,receive,in_rally,3-Pass,none,5 -- 7
14,4,receive,earned,Spike,us,6 -- 7
15,5,serve,errors,Spike,us,7 -- 7
16,5,serve,earned,Ace,us,8 -- 7
17,5,serve,errors,Dig,them,8 -- 8
18,5,receive,errors,Serve,us,9 -- 8
19,6,serve,in_rally,1-Serve,none,9 -- 8
19,6,serve,earned,Spike,them,9 -- 9
20,6,receive,in_rally,2-Pass,none,9 -- 9
20,6,receive,earned,Spike,us,10 -- 9
21,1,serve,in_rally,2-Serve,none,10 -- 9
21,1,serve,errors,Spike,us,11 -- 9
22,1,serve,errors,Dig,them,11 -- 10
23,1,receive,faults,Under,them,11 -- 11
24,1,receive,earned,Block,us,12 -- 11
25,2,serve,in_rally,1-Serve,none,12 -- 11
25,2,serve,errors,Dig,them,12 -- 12
26,2,receive,errors,Receive,them,12 -- 13
27,2,receive,earned,Block,us,13 -- 13
28,3,serve,errors,Serve,them,13 -- 14
29,3,receive,in_rally,2-Pass,none,13 -- 14
29,3,receive,earned,Spike,us,14 -- 14
30,4,serve,in_rally,3-Serve,none,14 -- 14
30,4,serve,earned,Spike,them,14 -- 15
31,4,receive,in_rally,2-Pass,none,14 -- 15
31,4,receive,earned,Spike,us,15 -- 15
32,5,serve,in_rally,3-Serve,none,15 -- 15
32,5,serve,errors,Spike,us,16 -- 15
33,5,serve,errors,Serve,them,16 -- 16
34,5,receive,errors,Serve,us,17 -- 16
35,6,serve,errors,Serve,them,17 -- 17
36,6,receive,in_rally,2-Pass,none,17 -- 17
36,6,receive,earned,Spike,us,18 -- 17
37,1,serve,in_rally,2-Serve,none,18 -- 17
37,1,serve,earned,Spike,them,18 -- 18
38,1,receive,errors,Spike,us,19 -- 18
39,2,serve,in_rally,1-Serve,none,19 -- 18
40,2,serve,in_rally,Hit Still In Play,none,19 -- 18
40,2,serve,earned,Spike,them,19 -- 19
41,2,receive,in_rally,2-Pass,none,19 -- 19
41,2,receive,errors,Spike,them,19 -- 20
42,2,receive,in_rally,1-Pass,none,19 -- 20
43,2,receive,in_rally,Hit Still In Play,none,19 -- 20
44,2,receive,in_rally,Dig,none,19 -- 20
44,2,receive,errors,Dig,them,19 -- 21
undefined,2,receive,timeout,us 1,undefined,undefined
45,2,receive,in_rally,2-Pass,none,19 -- 21
45,2,receive,earned,Spike,us,20 -- 21
46,3,serve,in_rally,2-Serve,none,20 -- 21
47,3,serve,in_rally,Dig,none,20 -- 21
47,3,serve,errors,Set,them,20 -- 22
48,3,receive,in_rally,1-Pass,none,20 -- 22
48,3,receive,earned,Block,us,21 -- 22
49,4,serve,in_rally,1-Serve,none,21 -- 22
50,4,serve,in_rally,Dig,none,21 -- 22
51,4,serve,in_rally,Hit Still In Play,none,21 -- 22
51,4,serve,earned,Spike,them,21 -- 23
52,4,receive,in_rally,2-Pass,none,21 -- 23
52,4,receive,earned,Spike,us,22 -- 23
53,5,serve,errors,Serve,them,22 -- 24
54,5,receive,in_rally,3-Pass,none,22 -- 24
54,5,receive,earned,Spike,us,23 -- 24
55,6,serve,in_rally,1-Serve,none,23 -- 24
55,6,serve,earned,Spike,them,23 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,1-Pass,none,0 -- 0
1,6,receive,errors,Spike,us,1 -- 0
2,1,serve,in_rally,1-Serve,none,1 -- 0
2,1,serve,earned,Spike,them,1 -- 1
3,1,receive,in_rally,1-Pass,none,1 -- 1
3,1,receive,errors,Spike,them,1 -- 2
4,1,receive,in_rally,3-Pass,none,1 -- 2
4,1,receive,errors,Spike,them,1 -- 3
5,1,receive,in_rally,3-Pass,none,1 -- 3
6,1,receive,in_rally,Hit Still In Play,none,1 -- 3
7,1,receive,in_rally,Dig,none,1 -- 3
8,1,receive,in_rally,Hit Still In Play,none,1 -- 3
8,1,receive,earned,Spike,them,1 -- 4
9,1,receive,in_rally,3-Pass,none,1 -- 4
10,1,receive,in_rally,Hit Still In Play,none,1 -- 4
11,1,receive,in_rally,Dig,none,1 -- 4
12,1,receive,in_rally,Hit Still In Play,none,1 -- 4
12,1,receive,errors,Dig,them,1 -- 5
13,1,receive,errors,Receive,them,1 -- 6
14,1,receive,in_rally,1-Pass,none,1 -- 6
14,1,receive,earned,Spike,them,1 -- 7
undefined,1,receive,timeout,us 1,undefined,undefined
15,1,receive,in_rally,3-Pass,none,1 -- 7
15,1,receive,earned,Spike,us,2 -- 7
16,2,serve,errors,Serve,them,2 -- 8
17,2,receive,errors,Serve,us,3 -- 8
18,3,serve,in_rally,1-Serve,none,3 -- 8
18,3,serve,errors,Dig,them,3 -- 9
19,3,receive,in_rally,3-Pass,none,3 -- 9
20,3,receive,in_rally,Hit Still In Play,none,3 -- 9
21,3,receive,in_rally,Dig,none,3 -- 9
21,3,receive,earned,Tip,us,4 -- 9
22,4,serve,in_rally,1-Serve,none,4 -- 9
23,4,serve,in_rally,Dig,none,4 -- 9
24,4,serve,in_rally,Hit Still In Play,none,4 -- 9
25,4,serve,in_rally,Dig,none,4 -- 9
26,4,serve,in_rally,Dig,none,4 -- 9
26,4,serve,earned,Spike,them,4 -- 10
27,4,receive,in_rally,1-Pass,none,4 -- 10
28,4,receive,in_rally,Dig,none,4 -- 10
28,4,receive,errors,Spike,us,5 -- 10
29,5,serve,in_rally,2-Serve,none,5 -- 10
29,5,serve,errors,Dig,them,5 -- 11
30,5,receive,errors,Receive,them,5 -- 12
31,5,receive,in_rally,1-Pass,none,5 -- 12
32,5,receive,in_rally,Hit Still In Play,none,5 -- 12
32,5,receive,earned,Tip,them,5 -- 13
33,5,receive,errors,Serve,us,6 -- 13
34,6,serve,errors,Serve,them,6 -- 14
35,6,receive,in_rally,1-Pass,none,6 -- 14
35,6,receive,earned,Spike,us,7 -- 14
36,1,serve,in_rally,3-Serve,none,7 -- 14
37,1,serve,in_rally,Dig,none,7 -- 14
37,1,serve,earned,Spike,us,8 -- 14
38,1,serve,in_rally,2-Serve,none,8 -- 14
39,1,serve,in_rally,Dig,none,8 -- 14
39,1,serve,errors,Whose Ball?,them,8 -- 15
40,1,receive,in_rally,1-Pass,none,8 -- 15
40,1,receive,errors,3rd Ball Return,them,8 -- 16
41,1,receive,errors,Serve,us,9 -- 16
42,2,serve,in_rally,2-Serve,none,9 -- 16
42,2,serve,earned,Block,us,10 -- 16
43,2,serve,in_rally,1-Serve,none,10 -- 16
43,2,serve,errors,Spike,us,11 -- 16
44,2,serve,in_rally,2-Serve,none,11 -- 16
44,2,serve,errors,Spike,us,12 -- 16
45,2,serve,errors,Serve,them,12 -- 17
46,2,receive,errors,Receive,them,12 -- 18
47,2,receive,errors,Receive,them,12 -- 19
48,2,receive,in_rally,3-Pass,none,12 -- 19
49,2,receive,in_rally,Hit Still In Play,none,12 -- 19
50,2,receive,in_rally,Dig,none,12 -- 19
51,2,receive,in_rally,Hit Still In Play,none,12 -- 19
52,2,receive,in_rally,Dig,none,12 -- 19
52,2,receive,faults,Ball Handling,them,12 -- 20
undefined,2,receive,timeout,us 2,undefined,undefined
52,2,receive,errors,Serve,us,13 -- 20
53,3,serve,errors,Serve,them,13 -- 21
54,3,receive,in_rally,2-Pass,none,13 -- 21
55,3,receive,in_rally,Hit Still In Play,none,13 -- 21
55,3,receive,errors,Dig,them,13 -- 22
56,3,receive,in_rally,1-Pass,none,13 -- 22
56,3,receive,errors,Spike,them,13 -- 23
57,3,receive,in_rally,1-Pass,none,13 -- 23
57,3,receive,earned,Spike,us,14 -- 23
58,4,serve,in_rally,2-Serve,none,14 -- 23
58,4,serve,earned,Spike,them,14 -- 24
59,4,receive,in_rally,1-Pass,none,14 -- 24
59,4,receive,errors,Spike,us,15 -- 24
60,5,serve,errors,Serve,them,15 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,earned,Ace,them,0 -- 1
2,6,receive,errors,Spike,us,1 -- 1
3,1,serve,in_rally,3-Serve,none,1 -- 1
4,1,serve,in_rally,Dig,none,1 -- 1
4,1,serve,earned,Spike,us,2 -- 1
5,1,serve,in_rally,3-Serve,none,2 -- 1
5,1,serve,earned,Spike,us,3 -- 1
6,1,serve,in_rally,2-Serve,none,3 -- 1
7,1,serve,in_rally,Dig,none,3 -- 1
7,1,serve,earned,Spike,us,4 -- 1
8,1,serve,errors,Serve,them,4 -- 2
9,1,receive,in_rally,1-Pass,none,4 -- 2
9,1,receive,errors,Spike,us,5 -- 2
10,2,serve,in_rally,3-Serve,none,5 -- 2
11,2,serve,in_rally,3-FB Pass,none,5 -- 2
11,2,serve,earned,Spike,us,6 -- 2
12,2,serve,errors,Serve,them,6 -- 3
13,2,receive,in_rally,2-Pass,none,6 -- 3
13,2,receive,earned,Spike,us,7 -- 3
14,3,serve,in_rally,2-Serve,none,7 -- 3
14,3,serve,errors,Spike,us,8 -- 3
undefined,3,serve,timeout,them 1,undefined,undefined
14,3,serve,earned,Ace,us,9 -- 3
15,3,serve,in_rally,3-Serve,none,9 -- 3
16,3,serve,in_rally,3-FB Pass,none,9 -- 3
17,3,serve,in_rally,Hit Still In Play,none,9 -- 3
17,3,serve,errors,3rd Ball Return,us,10 -- 3
18,3,serve,in_rally,3-Serve,none,10 -- 3
19,3,serve,in_rally,3-FB Pass,none,10 -- 3
19,3,serve,earned,Spike,us,11 -- 3
20,3,serve,in_rally,3-Serve,none,11 -- 3
21,3,serve,in_rally,Dig,none,11 -- 3
21,3,serve,errors,3rd Ball Return,them,11 -- 4
22,3,receive,in_rally,1-Pass,none,11 -- 4
23,3,receive,in_rally,Hit Still In Play,none,11 -- 4
24,3,receive,in_rally,Dig,none,11 -- 4
25,3,receive,in_rally,Dig,none,11 -- 4
26,3,receive,in_rally,Dig,none,11 -- 4
26,3,receive,errors,Tip,us,12 -- 4
27,4,serve,in_rally,2-Serve,none,12 -- 4
27,4,serve,errors,Dig,them,12 -- 5
28,4,receive,in_rally,1-Pass,none,12 -- 5
28,4,receive,earned,Spike,us,13 -- 5
29,5,serve,in_rally,2-Serve,none,13 -- 5
30,5,serve,in_rally,Dig,none,13 -- 5
31,5,serve,in_rally,Hit Still In Play,none,13 -- 5
31,5,serve,errors,3rd Ball Return,us,14 -- 5
32,5,serve,in_rally,3-Serve,none,14 -- 5
33,5,serve,in_rally,3-FB Pass,none,14 -- 5
33,5,serve,earned,Spike,us,15 -- 5
34,5,serve,in_rally,2-Serve,none,15 -- 5
35,5,serve,in_rally,Dig,none,15 -- 5
36,5,serve,in_rally,Hit Still In Play,none,15 -- 5
37,5,serve,in_rally,Dig,none,15 -- 5
38,5,serve,in_rally,Hit Still In Play,none,15 -- 5
39,5,serve,in_rally,Dig,none,15 -- 5
39,5,serve,errors,Spike,us,16 -- 5
40,5,serve,in_rally,3-Serve,none,16 -- 5
40,5,serve,errors,3rd Ball Return,us,17 -- 5
41,5,serve,in_rally,2-Serve,none,17 -- 5
41,5,serve,errors,Spike,us,18 -- 5
42,5,serve,errors,Serve,them,18 -- 6
43,5,receive,in_rally,3-Pass,none,18 -- 6
43,5,receive,errors,Spike,them,18 -- 7
44,5,receive,errors,Serve,us,19 -- 7
45,6,serve,errors,Serve,them,19 -- 8
46,6,receive,in_rally,1-Pass,none,19 -- 8
47,6,receive,in_rally,Hit Still In Play,none,19 -- 8
48,6,receive,in_rally,Dig,none,19 -- 8
48,6,receive,faults,Under,them,19 -- 9
49,6,receive,in_rally,1-Pass,none,19 -- 9
50,6,receive,in_rally,Hit Still In Play,none,19 -- 9
51,6,receive,in_rally,Dig,none,19 -- 9
51,6,receive,earned,Spike,us,20 -- 9
52,1,serve,in_rally,1-Serve,none,20 -- 9
53,1,serve,in_rally,Dig,none,20 -- 9
53,1,serve,errors,Spike,them,20 -- 10
54,1,receive,in_rally,3-Pass,none,20 -- 10
54,1,receive,errors,Spike,them,20 -- 11
55,1,receive,in_rally,2-Pass,none,20 -- 11
56,1,receive,in_rally,Hit Still In Play,none,20 -- 11
57,1,receive,in_rally,Dig,none,20 -- 11
58,1,receive,in_rally,Hit Still In Play,none,20 -- 11
58,1,receive,errors,3rd Ball Return,us,21 -- 11
59,2,serve,earned,Ace,us,22 -- 11
60,2,serve,in_rally,3-Serve,none,22 -- 11
61,2,serve,in_rally,Dig,none,22 -- 11
61,2,serve,errors,Tip,them,22 -- 12
62,2,receive,in_rally,2-Pass,none,22 -- 12
62,2,receive,errors,Spike,them,22 -- 13
63,2,receive,errors,Receive,them,22 -- 14
64,2,receive,in_rally,2-Pass,none,22 -- 14
64,2,receive,earned,Spike,us,23 -- 14
65,3,serve,in_rally,1-Serve,none,23 -- 14
66,3,serve,in_rally,Dig,none,23 -- 14
67,3,serve,in_rally,Hit Still In Play,none,23 -- 14
68,3,serve,in_rally,Dig,none,23 -- 14
68,3,serve,earned,Spike,us,24 -- 14
69,3,serve,earned,Ace,us,25 -- 14
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,2-Serve,none,0 -- 0
1,1,serve,errors,Dig,them,0 -- 1
2,1,receive,errors,Serve,us,1 -- 1
3,2,serve,earned,Ace,us,2 -- 1
4,2,serve,in_rally,2-Serve,none,2 -- 1
4,2,serve,earned,Block,us,3 -- 1
5,2,serve,in_rally,2-Serve,none,3 -- 1
6,2,serve,in_rally,2-FB Pass,none,3 -- 1
6,2,serve,earned,Spike,us,4 -- 1
7,2,serve,earned,Ace,us,5 -- 1
8,2,serve,errors,Serve,them,5 -- 2
9,2,receive,in_rally,1-Pass,none,5 -- 2
9,2,receive,earned,Spike,them,5 -- 3
10,2,receive,in_rally,1-Pass,none,5 -- 3
10,2,receive,errors,Down Ball Hit,them,5 -- 4
11,2,receive,in_rally,2-Pass,none,5 -- 4
11,2,receive,earned,Spike,us,6 -- 4
12,3,serve,in_rally,1-Serve,none,6 -- 4
12,3,serve,earned,Spike,them,6 -- 5
13,3,receive,in_rally,2-Pass,none,6 -- 5
13,3,receive,earned,Tip,us,7 -- 5
14,4,serve,errors,Set,us,8 -- 5
15,4,serve,in_rally,1-Serve,none,8 -- 5
15,4,serve,errors,Dig,them,8 -- 6
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,3-Pass,none,0 -- 0
1,6,receive,earned,Spike,us,1 -- 0
2,1,serve,in_rally,2-Serve,none,1 -- 0
3,1,serve,in_rally,Dig,none,1 -- 0
3,1,serve,earned,Spike,them,1 -- 1
4,1,receive,errors,Serve,us,2 -- 1
5,2,serve,in_rally,3-Serve,none,2 -- 1
5,2,serve,earned,Spike,them,2 -- 2
6,2,receive,errors,Receive,them,2 -- 3
7,2,receive,in_rally,2-Pass,none,2 -- 3
8,2,receive,in_rally,Hit Still In Play,none,2 -- 3
9,2,receive,in_rally,Dig,none,2 -- 3
9,2,receive,errors,Spike,them,2 -- 4
10,2,receive,errors,Serve,us,3 -- 4
11,3,serve,in_rally,3-Serve,none,3 -- 4
12,3,serve,in_rally,Dig,none,3 -- 4
12,3,serve,errors,Spike,them,3 -- 5
13,3,receive,in_rally,3-Pass,none,3 -- 5
13,3,receive,earned,Spike,us,4 -- 5
14,4,serve,errors,Serve,them,4 -- 6
15,4,receive,errors,Serve,us,5 -- 6
16,5,serve,in_rally,2-Serve,none,5 -- 6
16,5,serve,earned,Spike,them,5 -- 7
17,5,receive,in_rally,3-Pass,none,5 -- 7
17,5,receive,errors,Spike,them,5 -- 8
18,5,receive,in_rally,3-Pass,none,5 -- 8
18,5,receive,earned,Spike,us,6 -- 8
19,6,serve,errors,Serve,them,6 -- 9
20,6,receive,in_rally,1-Pass,none,6 -- 9
20,6,receive,errors,Spike,them,6 -- 10
21,6,receive,in_rally,3-Pass,none,6 -- 10
21,6,receive,errors,Spike,them,6 -- 11
22,6,receive,in_rally,3-Pass,none,6 -- 11
22,6,receive,earned,Tip,them,6 -- 12
undefined,6,receive,timeout,us 1,undefined,undefined
23,6,receive,in_rally,1-Pass,none,6 -- 12
24,6,receive,in_rally,Hit Still In Play,none,6 -- 12
24,6,receive,errors,Spike,us,7 -- 12
25,1,serve,earned,Ace,us,8 -- 12
26,1,serve,in_rally,1-Serve,none,8 -- 12
27,1,serve,in_rally,Dig,none,8 -- 12
28,1,serve,in_rally,Hit Still In Play,none,8 -- 12
28,1,serve,errors,Spike,us,9 -- 12
29,1,serve,in_rally,2-Serve,none,9 -- 12
30,1,serve,in_rally,Dig,none,9 -- 12
30,1,serve,earned,Spike,us,10 -- 12
31,1,serve,in_rally,1-Serve,none,10 -- 12
32,1,serve,in_rally,Dig,none,10 -- 12
32,1,serve,errors,3rd Ball Return,us,11 -- 12
undefined,1,serve,timeout,them 1,undefined,undefined
33,1,serve,in_rally,2-Serve,none,11 -- 12
33,1,serve,errors,Spike,us,12 -- 12
34,1,serve,earned,Ace,us,13 -- 12
35,1,serve,in_rally,2-Serve,none,13 -- 12
35,1,serve,earned,Spike,them,13 -- 13
36,1,receive,in_rally,2-Pass,none,13 -- 13
36,1,receive,errors,Tip,them,13 -- 14
37,1,receive,errors,Receive,them,13 -- 15
38,1,receive,in_rally,3-Pass,none,13 -- 15
38,1,receive,earned,Spike,us,14 -- 15
39,2,serve,in_rally,3-Serve,none,14 -- 15
39,2,serve,earned,Spike,them,14 -- 16
40,2,receive,errors,Serve,us,15 -- 16
41,3,serve,errors,Serve,them,15 -- 17
42,3,receive,in_rally,1-Pass,none,15 -- 17
42,3,receive,earned,Block,us,16 -- 17
43,4,serve,in_rally,1-Serve,none,16 -- 17
44,4,serve,in_rally,Dig,none,16 -- 17
44,4,serve,earned,Spike,us,17 -- 17
45,4,serve,in_rally,2-Serve,none,17 -- 17
45,4,serve,errors,Dig,them,17 -- 18
46,4,receive,in_rally,1-Pass,none,17 -- 18
47,4,receive,in_rally,Hit Still In Play,none,17 -- 18
47,4,receive,errors,Spike,us,18 -- 18
48,5,serve,errors,Serve,them,18 -- 19
49,5,receive,in_rally,2-Pass,none,18 -- 19
49,5,receive,errors,Spike,them,18 -- 20
50,5,receive,errors,Serve,us,19 -- 20
51,6,serve,in_rally,3-Serve,none,19 -- 20
52,6,serve,in_rally,Dig,none,19 -- 20
52,6,serve,earned,Spike,us,20 -- 20
53,6,serve,in_rally,2-Serve,none,20 -- 20
53,6,serve,earned,Spike,them,20 -- 21
54,6,receive,in_rally,3-Pass,none,20 -- 21
55,6,receive,in_rally,Hit Still In Play,none,20 -- 21
56,6,receive,in_rally,Dig,none,20 -- 21
57,6,receive,in_rally,Hit Still In Play,none,20 -- 21
58,6,receive,in_rally,Dig,none,20 -- 21
58,6,receive,errors,Spike,them,20 -- 22
59,6,receive,in_rally,Hit Still In Play,none,20 -- 22
59,6,receive,earned,Spike,us,21 -- 22
60,1,serve,errors,Serve,them,21 -- 23
61,1,receive,in_rally,2-Pass,none,21 -- 23
62,1,receive,in_rally,Hit Still In Play,none,21 -- 23
62,1,receive,earned,Spike,them,21 -- 24
undefined,1,receive,timeout,us 2,undefined,undefined
63,1,receive,in_rally,1-Pass,none,21 -- 24
64,1,receive,in_rally,Hit Still In Play,none,21 -- 24
65,1,receive,in_rally,Dig,none,21 -- 24
66,1,receive,in_rally,Hit Still In Play,none,21 -- 24
67,1,receive,in_rally,Dig,none,21 -- 24
67,1,receive,faults,Net,them,21 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,3-Serve,none,0 -- 0
1,1,serve,errors,Dig,them,0 -- 1
2,1,receive,errors,Serve,us,1 -- 1
3,2,serve,earned,Ace,us,2 -- 1
4,2,serve,in_rally,2-Serve,none,2 -- 1
5,2,serve,in_rally,Dig,none,2 -- 1
6,2,serve,in_rally,Hit Still In Play,none,2 -- 1
7,2,serve,in_rally,Dig,none,2 -- 1
8,2,serve,in_rally,3-FB Pass,none,2 -- 1
8,2,serve,errors,Free Ball Receive,them,2 -- 2
9,2,receive,errors,Serve,us,3 -- 2
10,3,serve,in_rally,2-Serve,none,3 -- 2
10,3,serve,errors,Spike,us,4 -- 2
11,3,serve,in_rally,1-Serve,none,4 -- 2
11,3,serve,earned,Spike,them,4 -- 3
12,3,receive,in_rally,3-Pass,none,4 -- 3
12,3,receive,earned,Tip,us,5 -- 3
13,4,serve,in_rally,1-Serve,none,5 -- 3
13,4,serve,errors,Spike,us,6 -- 3
14,4,serve,in_rally,2-Serve,none,6 -- 3
15,4,serve,in_rally,Dig,none,6 -- 3
16,4,serve,in_rally,Hit Still In Play,none,6 -- 3
17,4,serve,in_rally,3-FB Pass,none,6 -- 3
17,4,serve,errors,Spike,them,6 -- 4
18,4,receive,errors,Serve,us,7 -- 4
19,5,serve,in_rally,1-Serve,none,7 -- 4
19,5,serve,errors,Dig,them,7 -- 5
20,5,receive,in_rally,3-Pass,none,7 -- 5
20,5,receive,errors,Tip,them,7 -- 6
21,5,receive,in_rally,1-Pass,none,7 -- 6
21,5,receive,earned,Block,us,8 -- 6
22,6,serve,errors,Serve,them,8 -- 7
23,6,receive,in_rally,3-Pass,none,8 -- 7
23,6,receive,earned,Spike,us,9 -- 7
24,1,serve,in_rally,1-Serve,none,9 -- 7
24,1,serve,earned,Spike,them,9 -- 8
25,1,receive,in_rally,1-Pass,none,9 -- 8
26,1,receive,in_rally,Dig,none,9 -- 8
27,1,receive,in_rally,Hit Still In Play,none,9 -- 8
27,1,receive,errors,Dig,them,9 -- 9
28,1,receive,in_rally,2-Pass,none,9 -- 9
28,1,receive,earned,Spike,us,10 -- 9
29,2,serve,in_rally,1-Serve,none,10 -- 9
29,2,serve,earned,Block,us,11 -- 9
30,2,serve,in_rally,2-Serve,none,11 -- 9
30,2,serve,earned,Spike,them,11 -- 10
31,2,receive,in_rally,3-Pass,none,11 -- 10
32,2,receive,in_rally,Hit Still In Play,none,11 -- 10
33,2,receive,in_rally,Dig,none,11 -- 10
33,2,receive,earned,Spike,us,12 -- 10
34,3,serve,in_rally,2-Serve,none,12 -- 10
35,3,serve,in_rally,Dig,none,12 -- 10
35,3,serve,earned,Spike,them,12 -- 11
36,3,receive,in_rally,3-Pass,none,12 -- 11
36,3,receive,earned,Spike,us,13 -- 11
37,4,serve,in_rally,2-Serve,none,13 -- 11
37,4,serve,faults,Under,us,14 -- 11
38,4,serve,in_rally,1-Serve,none,14 -- 11
38,4,serve,errors,Dig,them,14 -- 12
39,4,receive,in_rally,1-Pass,none,14 -- 12
39,4,receive,errors,Spike,them,14 -- 13
40,4,receive,errors,Receive,them,14 -- 14
41,4,receive,errors,Serve,us,15 -- 14
42,5,serve,in_rally,2-Serve,none,15 -- 14
43,5,serve,in_rally,Dig,none,15 -- 14
43,5,serve,earned,Spike,us,16 -- 14
44,5,serve,errors,Serve,them,16 -- 15
45,5,receive,in_rally,1-Pass,none,16 -- 15
46,5,receive,in_rally,Hit Still In Play,none,16 -- 15
46,5,receive,earned,Spike,them,16 -- 16
47,5,receive,in_rally,3-Pass,none,16 -- 16
47,5,receive,errors,Spike,them,16 -- 17
48,5,receive,in_rally,1-Pass,none,16 -- 17
48,5,receive,errors,Spike,them,16 -- 18
,,,,,,
,,,,,,
49,5,receive,in_rally,1-Pass,none,16 -- 17
49,5,receive,errors,Spike,them,16 -- 18
undefined,5,receive,timeout,us 1,undefined,undefined
50,5,receive,in_rally,1-Pass,none,16 -- 18
50,5,receive,earned,Spike,them,16 -- 19
51,5,receive,earned,Ace,them,16 -- 20
52,5,receive,in_rally,1-Pass,none,16 -- 20
52,5,receive,earned,Tip,us,17 -- 20
53,6,serve,in_rally,2-Serve,none,17 -- 20
53,6,serve,earned,Spike,them,17 -- 21
54,6,receive,in_rally,1-Pass,none,17 -- 21
54,6,receive,errors,3rd Ball Return,them,17 -- 22
55,6,receive,errors,Receive,them,17 -- 23
56,6,receive,errors,Receive,them,17 -- 24
57,6,receive,in_rally,2-Pass,none,17 -- 24
58,6,receive,in_rally,Hit Still In Play,none,17 -- 24
58,6,receive,errors,Spike,them,17 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,3-Pass,none,0 -- 0
2,6,receive,in_rally,Hit Still In Play,none,0 -- 0
3,6,receive,in_rally,3-FB Pass,none,0 -- 0
4,6,receive,in_rally,Hit Still In Play,none,0 -- 0
5,6,receive,in_rally,3-FB Pass,none,0 -- 0
5,6,receive,earned,Spike,us,1 -- 0
6,1,serve,earned,Ace,us,2 -- 0
7,1,serve,in_rally,2-Serve,none,2 -- 0
7,1,serve,earned,Spike,them,2 -- 1
8,1,receive,in_rally,3-Pass,none,2 -- 1
8,1,receive,errors,Spike,them,2 -- 2
9,1,receive,in_rally,3-Pass,none,2 -- 2
9,1,receive,earned,Tip,us,3 -- 2
10,2,serve,in_rally,3-Serve,none,3 -- 2
10,2,serve,errors,Tip,us,4 -- 2
11,2,serve,in_rally,2-Serve,none,4 -- 2
11,2,serve,earned,Spike,them,4 -- 3
12,2,receive,in_rally,1-Pass,none,4 -- 3
13,2,receive,in_rally,Hit Still In Play,none,4 -- 3
14,2,receive,in_rally,Dig,none,4 -- 3
14,2,receive,errors,3rd Ball Return,them,4 -- 4
15,2,receive,in_rally,3-Pass,none,4 -- 4
16,2,receive,in_rally,Hit Still In Play,none,4 -- 4
17,2,receive,in_rally,Dig,none,4 -- 4
17,2,receive,earned,Spike,us,5 -- 4
18,3,serve,in_rally,3-Serve,none,5 -- 4
18,3,serve,faults,Net,them,5 -- 5
19,3,receive,in_rally,2-Pass,none,5 -- 5
20,3,receive,in_rally,Hit Still In Play,none,5 -- 5
