,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
31,1,receive,in_rally,1-Pass,none,10 -- 12
31,1,receive,earned,Spike,them,10 -- 13
32,1,receive,in_rally,3-Pass,none,10 -- 13
32,1,receive,earned,Spike,us,11 -- 13
33,2,serve,in_rally,2-Serve,none,11 -- 13
33,2,serve,errors,Spike,us,12 -- 13
34,2,serve,in_rally,1-Serve,none,12 -- 13
34,2,serve,errors,Spike,us,13 -- 13
35,2,serve,in_rally,3-Serve,none,13 -- 13
36,2,serve,in_rally,2-FB Pass,none,13 -- 13
36,2,serve,errors,Dig,them,13 -- 14
37,2,receive,in_rally,1-Pass,none,13 -- 14
38,2,receive,in_rally,Hit Still In Play,none,13 -- 14
39,2,receive,in_rally,Dig,none,13 -- 14
39,2,receive,errors,3rd Ball Return,them,13 -- 15
40,2,receive,in_rally,1-Pass,none,13 -- 15
40,2,receive,errors,Spike,them,13 -- 16
undefined,2,receive,timeout,us 1,undefined,undefined
41,2,receive,in_rally,2-Pass,none,13 -- 16
41,2,receive,earned,Tip,us,14 -- 16
42,3,serve,in_rally,3-Serve,none,14 -- 16
42,3,serve,earned,Spike,them,14 -- 17
43,3,receive,in_rally,2-Pass,none,14 -- 17
44,3,receive,in_rally,Hit Still In Play,none,14 -- 17
45,3,receive,in_rally,Dig,none,14 -- 17
45,3,receive,earned,Spike,us,15 -- 17
46,4,serve,errors,Serve,them,15 -- 18
47,4,receive,in_rally,3-Pass,none,15 -- 18
47,4,receive,earned,Spike,us,16 -- 18
48,5,serve,in_rally,2-Serve,none,16 -- 18
48,5,serve,earned,Spike,them,16 -- 19
49,5,receive,in_rally,3-Pass,none,16 -- 19
50,5,receive,in_rally,Hit Still In Play,none,16 -- 19
50,5,receive,faults,Under,us,17 -- 19
51,6,serve,in_rally,2-Serve,none,17 -- 19
52,6,serve,in_rally,Dig,none,17 -- 19
53,6,serve,in_rally,Hit Still In Play,none,17 -- 19
53,6,serve,earned,Spike,them,17 -- 20
54,6,receive,in_rally,3-Pass,none,17 -- 20
54,6,receive,earned,Spike,us,18 -- 20
55,1,serve,in_rally,3-Serve,none,18 -- 20
55,1,serve,errors,3rd Ball Return,us,19 -- 20
56,1,serve,in_rally,1-Serve,none,19 -- 20
57,1,serve,in_rally,Dig,none,19 -- 20
58,1,serve,in_rally,Hit Still In Play,none,19 -- 20
59,1,serve,in_rally,Dig,none,19 -- 20
59,1,serve,earned,Spike,us,20 -- 20
60,1,serve,in_rally,1-Serve,none,20 -- 20
61,1,serve,in_rally,2-FB Pass,none,20 -- 20
61,1,serve,errors,Spike,them,20 -- 21
62,1,receive,errors,Serve,us,21 -- 21
63,2,serve,earned,Ace,us,22 -- 21
64,2,serve,in_rally,3-Serve,none,22 -- 21
65,2,serve,in_rally,2-FB Pass,none,22 -- 21
65,2,serve,earned,Spike,us,23 -- 21
undefined,2,serve,timeout,them 1,undefined,undefined
65,2,serve,earned,Ace,us,24 -- 21
66,2,serve,in_rally,3-Serve,none,24 -- 21
66,2,serve,errors,Dig,them,24 -- 22
67,2,receive,in_rally,1-Pass,none,24 -- 22
67,2,receive,earned,Tip,them,24 -- 23
undefined,2,receive,timeout,us 2,undefined,undefined
67,2,receive,errors,Receive,them,24 -- 24
68,2,receive,in_rally,1-Pass,none,24 -- 24
68,2,receive,earned,Spike,us,25 -- 24
69,3,serve,errors,Serve,them,25 -- 25
70,3,receive,in_rally,3-Pass,none,25 -- 25
70,3,receive,errors,3rd Ball Return,us,26 -- 25
71,4,serve,in_rally,2-Serve,none,26 -- 25
72,4,serve,in_rally,Dig,none,26 -- 25
73,4,serve,in_rally,Hit Still In Play,none,26 -- 25
74,4,serve,in_rally,2-FB Pass,none,26 -- 25
74,4,serve,earned,Spike,us,27 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,3-Serve,none,0 -- 0
2,1,serve,in_rally,2-FB Pass,none,0 -- 0
2,1,serve,earned,Spike,us,1 -- 0
3,1,serve,in_rally,3-Serve,none,1 -- 0
3,1,serve,earned,Block,us,2 -- 0
4,1,serve,earned,Ace,us,3 -- 0
5,1,serve,in_rally,3-Serve,none,3 -- 0
6,1,serve,in_rally,Dig,none,3 -- 0
6,1,serve,earned,Spike,us,4 -- 0
7,1,serve,in_rally,2-Serve,none,4 -- 0
8,1,serve,in_rally,Dig,none,4 -- 0
8,1,serve,earned,Spike,them,4 -- 1
9,1,receive,in_rally,2-Pass,none,4 -- 1
9,1,receive,earned,Spike,us,5 -- 1
10,2,serve,in_rally,1-Serve,none,5 -- 1
11,2,serve,in_rally,Dig,none,5 -- 1
11,2,serve,faults,Net,them,5 -- 2
12,2,receive,in_rally,1-Pass,none,5 -- 2
12,2,receive,errors,Spike,them,5 -- 3
13,2,receive,in_rally,3-Pass,none,5 -- 3
13,2,receive,errors,Spike,them,5 -- 4
14,2,receive,in_rally,3-Pass,none,5 -- 4
14,2,receive,earned,Spike,us,6 -- 4
15,3,serve,in_rally,2-Serve,none,6 -- 4
16,3,serve,in_rally,Dig,none,6 -- 4
16,3,serve,earned,Tip,us,7 -- 4
17,3,serve,in_rally,3-Serve,none,7 -- 4
18,3,serve,in_rally,3-FB Pass,none,7 -- 4
18,3,serve,errors,Spike,them,7 -- 5
19,3,receive,errors,Receive,them,7 -- 6
20,3,receive,in_rally,3-Pass,none,7 -- 6
20,3,receive,errors,Tip,them,7 -- 7
21,3,receive,in_rally,3-Pass,none,7 -- 7
21,3,receive,errors,Spike,them,7 -- 8
22,3,receive,in_rally,2-Pass,none,7 -- 8
23,3,receive,in_rally,Hit Still In Play,none,7 -- 8
24,3,receive,in_rally,Dig,none,7 -- 8
24,3,receive,faults,Net,them,7 -- 9
25,3,receive,in_rally,3-Pass,none,7 -- 9
26,3,receive,in_rally,Hit Still In Play,none,7 -- 9
26,3,receive,earned,Spike,us,8 -- 9
27,4,serve,in_rally,2-Serve,none,8 -- 9
28,4,serve,in_rally,Dig,none,8 -- 9
28,4,serve,errors,Spike,them,8 -- 10
29,4,receive,errors,Serve,us,9 -- 10
30,5,serve,in_rally,1-Serve,none,9 -- 10
30,5,serve,faults,Net,us,10 -- 10
31,5,serve,in_rally,1-Serve,none,10 -- 10
31,5,serve,errors,Dig,them,10 -- 11
32,5,receive,in_rally,3-Pass,none,10 -- 11
33,5,receive,in_rally,Hit Still In Play,none,10 -- 11
34,5,receive,in_rally,3-FB Pass,none,10 -- 11
35,5,receive,in_rally,Dig,none,10 -- 11
35,5,receive,earned,Tip,them,10 -- 12
36,5,receive,in_rally,1-Pass,none,10 -- 12
36,5,receive,earned,Spike,us,11 -- 12
37,6,serve,earned,Ace,us,12 -- 12
38,6,serve,in_rally,3-Serve,none,12 -- 12
39,6,serve,in_rally,3-FB Pass,none,12 -- 12
40,6,serve,in_rally,Hit Still In Play,none,12 -- 12
40,6,serve,earned,Spike,us,13 -- 12
41,6,serve,errors,Serve,them,13 -- 13
42,6,receive,in_rally,3-Pass,none,13 -- 13
42,6,receive,earned,Spike,us,14 -- 13
43,1,serve,in_rally,2-Serve,none,14 -- 13
43,1,serve,earned,Tip,them,14 -- 14
44,1,receive,in_rally,2-Pass,none,14 -- 14
45,1,receive,in_rally,Dig,none,14 -- 14
45,1,receive,errors,Dump,us,15 -- 14
46,2,serve,in_rally,2-Serve,none,15 -- 14
46,2,serve,errors,Spike,us,16 -- 14
47,2,serve,in_rally,1-Serve,none,16 -- 14
48,2,serve,in_rally,Over Pass in Play,none,16 -- 14
48,2,serve,earned,Spike,them,16 -- 15
49,2,receive,in_rally,2-Pass,none,16 -- 15
50,2,receive,in_rally,Hit Still In Play,none,16 -- 15
50,2,receive,earned,Block,us,17 -- 15
51,3,serve,in_rally,2-Serve,none,17 -- 15
52,3,serve,in_rally,Dig,none,17 -- 15
53,3,serve,in_rally,Hit Still In Play,none,17 -- 15
53,3,serve,errors,Spike,us,18 -- 15
54,3,serve,in_rally,3-Serve,none,18 -- 15
55,3,serve,in_rally,Over Pass in Play,none,18 -- 15
56,3,serve,in_rally,Over Pass in Play,none,18 -- 15
56,3,serve,earned,Spike,them,18 -- 16
57,3,receive,in_rally,1-Pass,none,18 -- 16
57,3,receive,earned,Spike,us,19 -- 16
58,4,serve,in_rally,2-Serve,none,19 -- 16
59,4,serve,in_rally,Dig,none,19 -- 16
60,4,serve,in_rally,Hit Still In Play,none,19 -- 16
60,4,serve,errors,Spike,us,20 -- 16
61,4,serve,in_rally,2-Serve,none,20 -- 16
61,4,serve,errors,Spike,us,21 -- 16
62,4,serve,in_rally,3-Serve,none,21 -- 16
62,4,serve,errors,Whose Ball?,them,21 -- 17
63,4,receive,in_rally,1-Pass,none,21 -- 17
63,4,receive,errors,Spike,them,21 -- 18
64,4,receive,in_rally,3-Pass,none,21 -- 18
64,4,receive,earned,Spike,us,22 -- 18
65,5,serve,in_rally,2-Serve,none,22 -- 18
66,5,serve,in_rally,Over Pass in Play,none,22 -- 18
66,5,serve,earned,Spike,them,22 -- 19
67,5,receive,in_rally,3-Pass,none,22 -- 19
67,5,receive,earned,Spike,us,23 -- 19
68,6,serve,in_rally,2-Serve,none,23 -- 19
68,6,serve,earned,Spike,them,23 -- 20
69,6,receive,errors,Serve,us,24 -- 20
70,1,serve,earned,Ace,us,25 -- 20
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,3-Pass,none,0 -- 0
1,6,receive,earned,Spike,us,1 -- 0
2,1,serve,in_rally,2-Serve,none,1 -- 0
2,1,serve,errors,Spike,us,2 -- 0
3,1,serve,earned,Ace,us,3 -- 0
4,1,serve,in_rally,2-Serve,none,3 -- 0
4,1,serve,errors,Spike,us,4 -- 0
5,1,serve,in_rally,2-Serve,none,4 -- 0
6,1,serve,in_rally,Dig,none,4 -- 0
6,1,serve,earned,Spike,us,5 -- 0
7,1,serve,errors,Serve,them,5 -- 1
8,1,receive,in_rally,2-Pass,none,5 -- 1
8,1,receive,earned,Spike,us,6 -- 1
9,2,serve,in_rally,2-Serve,none,6 -- 1
9,2,serve,errors,Spike,us,7 -- 1
undefined,2,serve,timeout,them 1,undefined,undefined
10,2,serve,in_rally,3-Serve,none,7 -- 1
11,2,serve,in_rally,Dig,none,7 -- 1
12,2,serve,in_rally,Hit Still In Play,none,7 -- 1
13,2,serve,in_rally,Dig,none,7 -- 1
14,2,serve,in_rally,Hit Still In Play,none,7 -- 1
14,2,serve,errors,Dig,them,7 -- 2
15,2,receive,in_rally,3-Pass,none,7 -- 2
15,2,receive,earned,Spike,us,8 -- 2
16,3,serve,in_rally,2-Serve,none,8 -- 2
17,3,serve,in_rally,2-FB Pass,none,8 -- 2
17,3,serve,earned,Spike,us,9 -- 2
18,3,serve,in_rally,1-Serve,none,9 -- 2
19,3,serve,in_rally,Dig,none,9 -- 2
19,3,serve,errors,Spike,us,10 -- 2
20,3,serve,in_rally,2-Serve,none,10 -- 2
20,3,serve,earned,Spike,us,11 -- 2
21,3,serve,in_rally,2-Serve,none,11 -- 2
21,3,serve,errors,Dig,them,11 -- 3
22,3,receive,in_rally,Over Pass in Play,none,11 -- 3
23,3,receive,in_rally,Dig,none,11 -- 3
23,3,receive,errors,Spike,them,11 -- 4
24,3,receive,in_rally,1-Pass,none,11 -- 4
24,3,receive,earned,Spike,us,12 -- 4
25,4,serve,in_rally,1-Serve,none,12 -- 4
25,4,serve,errors,Spike,us,13 -- 4
26,4,serve,in_rally,2-Serve,none,13 -- 4
27,4,serve,in_rally,Dig,none,13 -- 4
28,4,serve,in_rally,Hit Still In Play,none,13 -- 4
29,4,serve,in_rally,1-FB Pass,none,13 -- 4
30,4,serve,in_rally,Hit Still In Play,none,13 -- 4
30,4,serve,faults,Ball Handling,us,14 -- 4
,,,,,,
,,,,,,
31,4,serve,in_rally,2-Serve,none,14 -- 5
32,4,serve,in_rally,Dig,none,14 -- 5
33,4,serve,in_rally,Dig,none,14 -- 5
33,4,serve,earned,Tip,us,15 -- 5
34,4,serve,errors,Serve,them,15 -- 6
35,4,receive,errors,Receive,them,15 -- 7
36,4,receive,in_rally,1-Pass,none,15 -- 7
36,4,receive,earned,Spike,us,16 -- 7
37,5,serve,in_rally,2-Serve,none,16 -- 7
38,5,serve,in_rally,Dig,none,16 -- 7
38,5,serve,earned,Spike,us,17 -- 7
39,5,serve,errors,Serve,them,17 -- 8
40,5,receive,in_rally,1-Pass,none,17 -- 8
41,5,receive,in_rally,Hit Still In Play,none,17 -- 8
42,5,receive,in_rally,1-FB Pass,none,17 -- 8
42,5,receive,errors,Set,them,17 -- 9
43,5,receive,in_rally,2-Pass,none,17 -- 9
43,5,receive,earned,Spike,us,18 -- 9
44,6,serve,errors,Serve,them,18 -- 10
45,6,receive,in_rally,2-Pass,none,18 -- 10
46,6,receive,in_rally,Hit Still In Play,none,18 -- 10
46,6,receive,earned,Block,us,19 -- 10
47,1,serve,in_rally,3-Serve,none,19 -- 10
48,1,serve,in_rally,2-FB Pass,none,19 -- 10
48,1,serve,errors,3rd Ball Return,us,20 -- 10
49,1,serve,in_rally,2-Serve,none,20 -- 10
49,1,serve,errors,Dig,them,20 -- 11
50,1,receive,in_rally,3-Pass,none,20 -- 11
50,1,receive,earned,Spike,us,21 -- 11
51,2,serve,errors,Serve,them,21 -- 12
52,2,receive,in_rally,3-Pass,none,21 -- 12
52,2,receive,earned,Tip,us,22 -- 12
53,3,serve,in_rally,2-Serve,none,22 -- 12
53,3,serve,earned,Spike,them,22 -- 13
54,3,receive,errors,Receive,them,22 -- 14
55,3,receive,errors,Serve,us,23 -- 14
56,4,serve,in_rally,1-Serve,none,23 -- 14
56,4,serve,errors,Spike,us,24 -- 14
57,4,serve,errors,Serve,them,24 -- 15
58,4,receive,in_rally,3-Pass,none,24 -- 15
58,4,receive,earned,Tip,us,25 -- 15
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,errors,Receive,them,0 -- 1
2,6,receive,in_rally,2-Pass,none,0 -- 1
2,6,receive,errors,Spike,them,0 -- 2
3,6,receive,in_rally,1-Pass,none,0 -- 2
3,6,receive,errors,Set,us,1 -- 2
4,1,serve,earned,Ace,us,2 -- 2
5,1,serve,in_rally,3-Serve,none,2 -- 2
6,1,serve,in_rally,2-FB Pass,none,2 -- 2
6,1,serve,earned,Spike,us,3 -- 2
7,1,serve,in_rally,1-Serve,none,3 -- 2
7,1,serve,earned,Spike,them,3 -- 3
8,1,receive,in_rally,1-Pass,none,3 -- 3
8,1,receive,earned,Block,us,4 -- 3
9,2,serve,in_rally,2-Serve,none,4 -- 3
9,2,serve,earned,Block,us,5 -- 3
10,2,serve,in_rally,3-Serve,none,5 -- 3
11,2,serve,in_rally,Dig,none,5 -- 3
11,2,serve,earned,Spike,us,6 -- 3
12,2,serve,earned,Ace,us,7 -- 3
13,2,serve,in_rally,2-Serve,none,7 -- 3
13,2,serve,earned,Spike,them,7 -- 4
14,2,receive,in_rally,Over Pass in Play,none,7 -- 4
15,2,receive,in_rally,Hit Still In Play,none,7 -- 4
15,2,receive,errors,3rd Ball Return,us,8 -- 4
16,3,serve,in_rally,1-Serve,none,8 -- 4
16,3,serve,earned,Spike,them,8 -- 5
17,3,receive,errors,Serve,us,9 -- 5
18,4,serve,errors,Serve,them,9 -- 6
19,4,receive,errors,Receive,them,9 -- 7
20,4,receive,errors,Receive,them,9 -- 8
21,4,receive,in_rally,2-Pass,none,9 -- 8
21,4,receive,errors,Spike,them,9 -- 9
22,4,receive,in_rally,2-Pass,none,9 -- 9
22,4,receive,earned,Spike,us,10 -- 9
23,5,serve,in_rally,3-Serve,none,10 -- 9
23,5,serve,errors,Dig,them,10 -- 10
24,5,receive,in_rally,Over Pass in Play,none,10 -- 10
25,5,receive,in_rally,Dig,none,10 -- 10
25,5,receive,errors,Spike,them,10 -- 11
26,5,receive,in_rally,3-Pass,none,10 -- 11
26,5,receive,errors,Spike,them,10 -- 12
27,5,receive,in_rally,1-Pass,none,10 -- 12
27,5,receive,errors,Spike,them,10 -- 13
28,5,receive,in_rally,1-Pass,none,10 -- 13
28,5,receive,earned,Spike,us,11 -- 13
29,6,serve,in_rally,2-Serve,none,11 -- 13
29,6,serve,earned,Spike,them,11 -- 14
30,6,receive,in_rally,2-Pass,none,11 -- 14
30,6,receive,earned,Spike,us,12 -- 14
31,1,serve,in_rally,3-Serve,none,12 -- 14
31,1,serve,errors,3rd Ball Return,us,13 -- 14
32,1,serve,in_rally,2-Serve,none,13 -- 14
32,1,serve,earned,Dump,them,13 -- 15
33,1,receive,errors,Serve,us,14 -- 15
34,2,serve,in_rally,3-Serve,none,14 -- 15
35,2,serve,in_rally,Dig,none,14 -- 15
36,2,serve,in_rally,Hit Still In Play,none,14 -- 15
36,2,serve,errors,Dig,them,14 -- 16
37,2,receive,errors,Serve,us,15 -- 16
38,3,serve,in_rally,3-Serve,none,15 -- 16
39,3,serve,in_rally,Dig,none,15 -- 16
39,3,serve,earned,Spike,us,16 -- 16
40,3,serve,in_rally,1-Serve,none,16 -- 16
40,3,serve,earned,Spike,them,16 -- 17
41,3,receive,in_rally,2-Pass,none,16 -- 17
42,3,receive,in_rally,Hit Still In Play,none,16 -- 17
42,3,receive,errors,Set,us,17 -- 17
43,4,serve,in_rally,2-Serve,none,17 -- 17
44,4,serve,in_rally,Dig,none,17 -- 17
45,4,serve,in_rally,Dig,none,17 -- 17
45,4,serve,earned,Spike,us,18 -- 17
46,4,serve,in_rally,3-Serve,none,18 -- 17
47,4,serve,in_rally,Dig,none,18 -- 17
48,4,serve,in_rally,Dig,none,18 -- 17
49,4,serve,in_rally,Hit Still In Play,none,18 -- 17
49,4,serve,earned,Spike,them,18 -- 18
50,4,receive,in_rally,1-Pass,none,18 -- 18
50,4,receive,earned,Dump,us,19 -- 18
51,5,serve,in_rally,1-Serve,none,19 -- 18
52,5,serve,in_rally,Dig,none,19 -- 18
52,5,serve,errors,Spike,them,19 -- 19
53,5,receive,in_rally,3-Pass,none,19 -- 19
54,5,receive,in_rally,Hit Still In Play,none,19 -- 19
54,5,receive,errors,Free Ball Receive,them,19 -- 20
55,5,receive,in_rally,3-Pass,none,19 -- 20
55,5,receive,errors,3rd Ball Return,us,20 -- 20
56,6,serve,in_rally,3-Serve,none,20 -- 20
57,6,serve,in_rally,Dig,none,20 -- 20
57,6,serve,errors,Set,them,20 -- 21
58,6,receive,in_rally,2-Pass,none,20 -- 21
58,6,receive,errors,Spike,them,20 -- 22
59,6,receive,in_rally,1-Pass,none,20 -- 22
60,6,receive,in_rally,Dig,none,20 -- 22
60,6,receive,errors,Spike,them,20 -- 23
61,6,receive,errors,Receive,them,20 -- 24
62,6,receive,in_rally,1-Pass,none,20 -- 24
62,6,receive,earned,Spike,us,21 -- 24
63,1,serve,in_rally,2-Serve,none,21 -- 24
63,1,serve,earned,Spike,them,21 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,1-Serve,none,0 -- 0
2,1,serve,in_rally,Dig,none,0 -- 0
2,1,serve,errors,Dig,them,0 -- 1
3,1,receive,in_rally,1-Pass,none,0 -- 1
4,1,receive,in_rally,Hit Still In Play,none,0 -- 1
5,1,receive,in_rally,Hit Still In Play,none,0 -- 1
6,1,receive,in_rally,3-FB Pass,none,0 -- 1
6,1,receive,errors,Spike,them,0 -- 2
7,1,receive,errors,Serve,us,1 -- 2
8,2,serve,in_rally,3-Serve,none,1 -- 2
8,2,serve,errors,Dig,them,1 -- 3
9,2,receive,in_rally,3-Pass,none,1 -- 3
10,2,receive,in_rally,Hit Still In Play,none,1 -- 3
11,2,receive,in_rally,2-FB Pass,none,1 -- 3
12,2,receive,in_rally,Hit Still In Play,none,1 -- 3
13,2,receive,in_rally,Dig,none,1 -- 3
13,2,receive,earned,Block,us,2 -- 3
14,3,serve,in_rally,2-Serve,none,2 -- 3
14,3,serve,earned,Spike,them,2 -- 4
15,3,receive,in_rally,Over Pass in Play,none,2 -- 4
15,3,receive,errors,Free Ball Receive,us,3 -- 4
16,4,serve,in_rally,2-Serve,none,3 -- 4
16,4,serve,errors,Dig,them,3 -- 5
17,4,receive,errors,Receive,them,3 -- 6
18,4,receive,in_rally,2-Pass,none,3 -- 6
18,4,receive,earned,Tip,us,4 -- 6
19,5,serve,in_rally,2-Serve,none,4 -- 6
20,5,serve,in_rally,Dig,none,4 -- 6
20,5,serve,errors,Set,them,4 -- 7
21,5,receive,in_rally,2-Pass,none,4 -- 7
21,5,receive,errors,Spike,them,4 -- 8
22,5,receive,in_rally,1-Pass,none,4 -- 8
23,5,receive,in_rally,Hit Still In Play,none,4 -- 8
23,5,receive,errors,3rd Ball Return,us,5 -- 8
24,6,serve,in_rally,1-Serve,none,5 -- 8
24,6,serve,earned,Block,us,6 -- 8
25,6,serve,in_rally,1-Serve,none,6 -- 8
25,6,serve,errors,Spike,us,7 -- 8
26,6,serve,in_rally,2-Serve,none,7 -- 8
26,6,serve,errors,Spike,us,8 -- 8
27,6,serve,in_rally,2-Serve,none,8 -- 8
28,6,serve,in_rally,Dig,none,8 -- 8
28,6,serve,earned,Spike,us,9 -- 8
undefined,6,serve,timeout,them 1,undefined,undefined
29,6,serve,in_rally,2-Serve,none,9 -- 8
29,6,serve,earned,Spike,them,9 -- 9
30,6,receive,in_rally,3-Pass,none,9 -- 9
31,6,receive,in_rally,Hit Still In Play,none,9 -- 9
32,6,receive,in_rally,Dig,none,9 -- 9
33,6,receive,in_rally,Dig,none,9 -- 9
33,6,receive,earned,Spike,us,10 -- 9
34,1,serve,errors,Serve,them,10 -- 10
35,1,receive,in_rally,Over Pass in Play,none,10 -- 10
36,1,receive,in_rally,Dig,none,10 -- 10
36,1,receive,errors,Spike,them,10 -- 11
37,1,receive,errors,Serve,us,11 -- 11
38,2,serve,in_rally,2-Serve,none,11 -- 11
38,2,serve,errors,Spike,us,12 -- 11
39,2,serve,in_rally,2-Serve,none,12 -- 11
39,2,serve,errors,Dig,them,12 -- 12
40,2,receive,errors,Receive,them,12 -- 13
41,2,receive,in_rally,3-Pass,none,12 -- 13
41,2,receive,earned,Spike,us,13 -- 13
42,3,serve,in_rally,1-Serve,none,13 -- 13
43,3,serve,in_rally,3-FB Pass,none,13 -- 13
44,3,serve,in_rally,Hit Still In Play,none,13 -- 13
44,3,serve,earned,Spike,them,13 -- 14
45,3,receive,in_rally,1-Pass,none,13 -- 14
45,3,receive,errors,Spike,them,13 -- 15
46,3,receive,in_rally,2-Pass,none,13 -- 15
46,3,receive,errors,Spike,them,13 -- 16
47,3,receive,in_rally,1-Pass,none,13 -- 16
48,3,receive,in_rally,Hit Still In Play,none,13 -- 16
49,3,receive,in_rally,Dig,none,13 -- 16
50,3,receive,in_rally,Hit Still In Play,none,13 -- 16
50,3,receive,errors,Dig,them,13 -- 17
51,3,receive,errors,Serve,us,14 -- 17
52,4,serve,in_rally,2-Serve,none,14 -- 17
52,4,serve,errors,Spike,us,15 -- 17
53,4,serve,in_rally,1-Serve,none,15 -- 17
53,4,serve,errors,Dig,them,15 -- 18
54,4,receive,errors,Serve,us,16 -- 18
55,5,serve,in_rally,3-Serve,none,16 -- 18
56,5,serve,in_rally,Dig,none,16 -- 18
56,5,serve,errors,Spike,them,16 -- 19
57,5,receive,in_rally,3-Pass,none,16 -- 19
58,5,receive,in_rally,Hit Still In Play,none,16 -- 19
58,5,receive,errors,Dig,us,17 -- 19
59,6,serve,in_rally,2-Serve,none,17 -- 19
59,6,serve,earned,Spike,them,17 -- 20
60,6,receive,in_rally,Over Pass in Play,none,17 -- 20
60,6,receive,earned,Spike,them,17 -- 21
61,6,receive,in_rally,1-Pass,none,17 -- 21
62,6,receive,in_rally,Hit Still In Play,none,17 -- 21
62,6,receive,errors,Dig,them,17 -- 22
undefined,6,receive,timeout,us 1,undefined,undefined
63,6,receive,in_rally,3-Pass,none,17 -- 22
63,6,receive,errors,Spike,them,17 -- 23
64,6,receive,errors,Serve,us,18 -- 23
65,1,serve,in_rally,3-Serve,none,18 -- 23
66,1,serve,in_rally,Dig,none,18 -- 23
66,1,serve,errors,Dig,them,18 -- 24
67,1,receive,in_rally,3-Pass,none,18 -- 24
67,1,receive,earned,Tip,us,19 -- 24
68,2,serve,in_rally,3-Serve,none,19 -- 24
68,2,serve,errors,Spike,us,20 -- 24
69,2,serve,in_rally,3-Serve,none,20 -- 24
69,2,serve,errors,Dig,them,20 -- 25
,,,,,,
,,,,,,
70,2,receive,in_rally,2-Pass,none,20 -- 24
70,2,receive,earned,Spike,us,21 -- 24
71,3,serve,in_rally,2-Serve,none,21 -- 24
71,3,serve,errors,Dig,them,21 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,5,receive,in_rally,2-Pass,none,0 -- 0
1,5,receive,errors,Spike,them,0 -- 1
2,5,receive,errors,Serve,us,1 -- 1
3,6,serve,errors,Serve,them,1 -- 2
4,6,receive,in_rally,3-Pass,none,1 -- 2
5,6,receive,in_rally,Hit Still In Play,none,1 -- 2
6,6,receive,in_rally,3-FB Pass,none,1 -- 2
6,6,receive,earned,Tip,us,2 -- 2
7,1,serve,in_rally,2-Serve,none,2 -- 2
7,1,serve,earned,Tip,them,2 -- 3
8,1,receive,in_rally,3-Pass,none,2 -- 3
8,1,receive,earned,Spike,us,3 -- 3
9,2,serve,earned,Ace,us,4 -- 3
10,2,serve,errors,Serve,them,4 -- 4
11,2,receive,in_rally,1-Pass,none,4 -- 4
11,2,receive,errors,Tip,us,5 -- 4
12,3,serve,errors,Serve,them,5 -- 5
13,3,receive,in_rally,1-Pass,none,5 -- 5
13,3,receive,errors,Spike,them,5 -- 6
14,3,receive,in_rally,1-Pass,none,5 -- 6
15,3,receive,in_rally,Hit Still In Play,none,5 -- 6
15,3,receive,earned,Tip,them,5 -- 7
16,3,receive,in_rally,1-Pass,none,5 -- 7
17,3,receive,in_rally,Hit Still In Play,none,5 -- 7
17,3,receive,earned,Tip,them,5 -- 8
18,3,receive,in_rally,3-Pass,none,5 -- 8
18,3,receive,earned,Tip,us,6 -- 8
19,4,serve,errors,Serve,them,6 -- 9
20,4,receive,errors,Serve,us,7 -- 9
21,5,serve,in_rally,2-Serve,none,7 -- 9
21,5,serve,errors,3rd Ball Return,us,8 -- 9
22,5,serve,in_rally,3-Serve,none,8 -- 9
23,5,serve,in_rally,3-FB Pass,none,8 -- 9
23,5,serve,errors,Set,them,8 -- 10
24,5,receive,errors,Receive,them,8 -- 11
25,5,receive,in_rally,3-Pass,none,8 -- 11
26,5,receive,in_rally,Hit Still In Play,none,8 -- 11
27,5,receive,in_rally,3-FB Pass,none,8 -- 11
27,5,receive,earned,Tip,us,9 -- 11
28,6,serve,in_rally,3-Serve,none,9 -- 11
28,6,serve,errors,Dig,them,9 -- 12
29,6,receive,in_rally,1-Pass,none,9 -- 12
30,6,receive,in_rally,Hit Still In Play,none,9 -- 12
31,6,receive,in_rally,3-FB Pass,none,9 -- 12
31,6,receive,earned,Spike,us,10 -- 12
