,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
18,5,serve,earned,Ace,us,8 -- 5
19,5,serve,in_rally,3-Serve,none,8 -- 5
19,5,serve,earned,Block,us,9 -- 5
20,5,serve,in_rally,2-Serve,none,9 -- 5
20,5,serve,earned,Spike,them,9 -- 6
21,5,receive,errors,Serve,us,10 -- 6
22,6,serve,in_rally,1-Serve,none,10 -- 6
23,6,serve,in_rally,Dig,none,10 -- 6
24,6,serve,in_rally,3-FB Pass,none,10 -- 6
24,6,serve,errors,Spike,them,10 -- 7
25,6,receive,in_rally,1-Pass,none,10 -- 7
26,6,receive,in_rally,Hit Still In Play,none,10 -- 7
27,6,receive,in_rally,Blocks Still In Play,none,10 -- 7
28,6,receive,in_rally,Dig,none,10 -- 7
28,6,receive,earned,Dump,us,11 -- 7
29,1,serve,in_rally,3-Serve,none,11 -- 7
29,1,serve,earned,Spike,them,11 -- 8
30,1,receive,in_rally,3-Pass,none,11 -- 8
30,1,receive,errors,Spike,them,11 -- 9
31,1,receive,errors,Serve,us,12 -- 9
32,2,serve,in_rally,2-Serve,none,12 -- 9
32,2,serve,earned,Tip,them,12 -- 10
33,2,receive,in_rally,2-Pass,none,12 -- 10
33,2,receive,earned,Tip,us,13 -- 10
34,3,serve,in_rally,2-Serve,none,13 -- 10
35,3,serve,in_rally,Dig,none,13 -- 10
36,3,serve,in_rally,Hit Still In Play,none,13 -- 10
36,3,serve,earned,Spike,them,13 -- 11
37,3,receive,errors,Serve,us,14 -- 11
38,4,serve,in_rally,2-Serve,none,14 -- 11
39,4,serve,in_rally,Dig,none,14 -- 11
39,4,serve,earned,Spike,us,15 -- 11
undefined,4,serve,timeout,them 1,undefined,undefined
40,4,serve,in_rally,2-Serve,none,15 -- 11
40,4,serve,earned,Block,us,16 -- 11
41,4,serve,in_rally,2-Serve,none,16 -- 11
42,4,serve,in_rally,Dig,none,16 -- 11
42,4,serve,earned,Spike,us,17 -- 11
43,4,serve,earned,Ace,us,18 -- 11
44,4,serve,in_rally,1-Serve,none,18 -- 11
45,4,serve,in_rally,Dig,none,18 -- 11
46,4,serve,in_rally,Hit Still In Play,none,18 -- 11
47,4,serve,in_rally,Dig,none,18 -- 11
47,4,serve,errors,Tip,them,18 -- 12
48,4,receive,in_rally,2-Pass,none,18 -- 12
48,4,receive,errors,Spike,them,18 -- 13
49,4,receive,in_rally,3-Pass,none,18 -- 13
50,4,receive,in_rally,Hit Still In Play,none,18 -- 13
51,4,receive,in_rally,Dig,none,18 -- 13
51,4,receive,earned,Spike,us,19 -- 13
52,5,serve,in_rally,3-Serve,none,19 -- 13
52,5,serve,errors,Block,them,19 -- 14
53,5,receive,in_rally,3-Pass,none,19 -- 14
53,5,receive,earned,Spike,us,20 -- 14
54,6,serve,earned,Ace,us,21 -- 14
55,6,serve,errors,Serve,them,21 -- 15
56,6,receive,in_rally,2-Pass,none,21 -- 15
56,6,receive,earned,Spike,us,22 -- 15
57,1,serve,errors,Serve,them,22 -- 16
58,1,receive,in_rally,1-Pass,none,22 -- 16
58,1,receive,errors,Whose Ball?,them,22 -- 17
59,1,receive,in_rally,1-Pass,none,22 -- 17
59,1,receive,errors,3rd Ball Return,us,23 -- 17
60,2,serve,in_rally,2-Serve,none,23 -- 17
60,2,serve,errors,Spike,us,24 -- 17
61,2,serve,in_rally,1-Serve,none,24 -- 17
61,2,serve,earned,Spike,them,24 -- 18
62,2,receive,in_rally,3-Pass,none,24 -- 18
62,2,receive,errors,Spike,them,24 -- 19
63,2,receive,errors,Receive,them,24 -- 20
64,2,receive,in_rally,3-Pass,none,24 -- 20
65,2,receive,in_rally,Hit Still In Play,none,24 -- 20
66,2,receive,in_rally,3-FB Pass,none,24 -- 20
66,2,receive,earned,Tip,us,25 -- 20
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,2-Serve,none,0 -- 0
2,1,serve,in_rally,Dig,none,0 -- 0
3,1,serve,in_rally,Dig,none,0 -- 0
4,1,serve,in_rally,Hit Still In Play,none,0 -- 0
4,1,serve,earned,Spike,us,1 -- 0
5,1,serve,in_rally,2-Serve,none,1 -- 0
6,1,serve,in_rally,Dig,none,1 -- 0
7,1,serve,in_rally,Hit Still In Play,none,1 -- 0
7,1,serve,errors,Spike,us,2 -- 0
8,1,serve,in_rally,2-Serve,none,2 -- 0
9,1,serve,in_rally,Dig,none,2 -- 0
9,1,serve,errors,Spike,them,2 -- 1
10,1,receive,errors,Serve,us,3 -- 1
11,2,serve,errors,Serve,them,3 -- 2
12,2,receive,in_rally,2-Pass,none,3 -- 2
12,2,receive,errors,Spike,them,3 -- 3
13,2,receive,in_rally,3-Pass,none,3 -- 3
13,2,receive,earned,Spike,us,4 -- 3
14,3,serve,in_rally,2-Serve,none,4 -- 3
14,3,serve,earned,Spike,them,4 -- 4
15,3,receive,in_rally,3-Pass,none,4 -- 4
15,3,receive,errors,Tip,them,4 -- 5
16,3,receive,in_rally,3-Pass,none,4 -- 5
16,3,receive,earned,Spike,us,5 -- 5
17,4,serve,in_rally,1-Serve,none,5 -- 5
17,4,serve,earned,Spike,them,5 -- 6
18,4,receive,in_rally,3-Pass,none,5 -- 6
19,4,receive,in_rally,Hit Still In Play,none,5 -- 6
19,4,receive,earned,Tip,us,6 -- 6
20,5,serve,errors,Serve,them,6 -- 7
21,5,receive,in_rally,3-Pass,none,6 -- 7
22,5,receive,in_rally,Hit Still In Play,none,6 -- 7
22,5,receive,errors,Spike,us,7 -- 7
23,6,serve,in_rally,1-Serve,none,7 -- 7
23,6,serve,errors,Tip,us,8 -- 7
24,6,serve,in_rally,2-Serve,none,8 -- 7
25,6,serve,in_rally,Dig,none,8 -- 7
26,6,serve,in_rally,Hit Still In Play,none,8 -- 7
26,6,serve,errors,Whose Ball?,us,9 -- 7
27,6,serve,in_rally,1-Serve,none,9 -- 7
28,6,serve,in_rally,Blocks Still In Play,none,9 -- 7
28,6,serve,faults,Under,us,10 -- 7
29,6,serve,in_rally,2-Serve,none,10 -- 7
30,6,serve,in_rally,Dig,none,10 -- 7
31,6,serve,in_rally,Hit Still In Play,none,10 -- 7
31,6,serve,errors,Set,us,11 -- 7
32,6,serve,in_rally,1-Serve,none,11 -- 7
33,6,serve,in_rally,Blocks Still In Play,none,11 -- 7
33,6,serve,errors,Tip,us,12 -- 7
undefined,6,serve,timeout,them 1,undefined,undefined
34,6,serve,in_rally,2-Serve,none,12 -- 7
34,6,serve,errors,Spike,us,13 -- 7
35,6,serve,earned,Ace,us,14 -- 7
36,6,serve,in_rally,3-Serve,none,14 -- 7
36,6,serve,errors,Spike,us,15 -- 7
37,6,serve,errors,Serve,them,15 -- 8
38,6,receive,in_rally,2-Pass,none,15 -- 8
38,6,receive,errors,Down Ball Hit,them,15 -- 9
39,6,receive,errors,Serve,us,16 -- 9
40,1,serve,in_rally,3-Serve,none,16 -- 9
40,1,serve,errors,Spike,us,17 -- 9
41,1,serve,in_rally,3-Serve,none,17 -- 9
42,1,serve,in_rally,Dig,none,17 -- 9
42,1,serve,earned,Dump,us,18 -- 9
43,1,serve,earned,Ace,us,19 -- 9
undefined,1,serve,timeout,them 2,undefined,undefined
44,1,serve,in_rally,3-Serve,none,19 -- 9
44,1,serve,earned,Tip,them,19 -- 10
45,1,receive,earned,Ace,them,19 -- 11
46,1,receive,in_rally,3-Pass,none,19 -- 11
46,1,receive,earned,Spike,us,20 -- 11
47,2,serve,in_rally,2-Serve,none,20 -- 11
47,2,serve,errors,Tip,us,21 -- 11
48,2,serve,in_rally,2-Serve,none,21 -- 11
49,2,serve,in_rally,Blocks Still In Play,none,21 -- 11
50,2,serve,in_rally,Dig,none,21 -- 11
50,2,serve,earned,Tip,us,22 -- 11
51,2,serve,in_rally,3-Serve,none,22 -- 11
51,2,serve,errors,Spike,them,22 -- 12
52,2,receive,in_rally,3-Pass,none,22 -- 12
52,2,receive,earned,Spike,us,23 -- 12
53,3,serve,errors,Serve,them,23 -- 13
54,3,receive,errors,Serve,us,24 -- 13
55,4,serve,in_rally,2-Serve,none,24 -- 13
56,4,serve,in_rally,Dig,none,24 -- 13
56,4,serve,earned,Spike,us,25 -- 13
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,2-Pass,none,0 -- 0
1,6,receive,errors,Spike,them,0 -- 1
2,6,receive,in_rally,3-Pass,none,0 -- 1
2,6,receive,earned,Spike,us,1 -- 1
3,1,serve,in_rally,2-Serve,none,1 -- 1
4,1,serve,in_rally,Dig,none,1 -- 1
4,1,serve,errors,Whose Ball?,them,1 -- 2
5,1,receive,in_rally,3-Pass,none,1 -- 2
6,1,receive,in_rally,Hit Still In Play,none,1 -- 2
6,1,receive,earned,Block,us,2 -- 2
7,2,serve,in_rally,2-Serve,none,2 -- 2
7,2,serve,errors,Dig,them,2 -- 3
8,2,receive,in_rally,3-Pass,none,2 -- 3
8,2,receive,earned,Spike,us,3 -- 3
9,3,serve,in_rally,1-Serve,none,3 -- 3
10,3,serve,in_rally,Blocks Still In Play,none,3 -- 3
11,3,serve,in_rally,Dig,none,3 -- 3
11,3,serve,errors,Spike,them,3 -- 4
12,3,receive,in_rally,3-Pass,none,3 -- 4
12,3,receive,earned,Spike,us,4 -- 4
13,4,serve,in_rally,3-Serve,none,4 -- 4
13,4,serve,earned,Tip,them,4 -- 5
14,4,receive,errors,Receive,them,4 -- 6
15,4,receive,in_rally,3-Pass,none,4 -- 6
15,4,receive,earned,Tip,us,5 -- 6
16,5,serve,in_rally,1-Serve,none,5 -- 6
17,5,serve,in_rally,Dig,none,5 -- 6
18,5,serve,in_rally,Hit Still In Play,none,5 -- 6
19,5,serve,in_rally,Dig,none,5 -- 6
19,5,serve,earned,Tip,us,6 -- 6
20,5,serve,in_rally,2-Serve,none,6 -- 6
20,5,serve,errors,Dig,them,6 -- 7
21,5,receive,in_rally,3-Pass,none,6 -- 7
21,5,receive,earned,Spike,us,7 -- 7
22,6,serve,in_rally,2-Serve,none,7 -- 7
22,6,serve,errors,Spike,us,8 -- 7
23,6,serve,in_rally,1-Serve,none,8 -- 7
23,6,serve,faults,Ball Handling,us,9 -- 7
24,6,serve,earned,Ace,us,10 -- 7
25,6,serve,in_rally,2-Serve,none,10 -- 7
26,6,serve,in_rally,Dig,none,10 -- 7
27,6,serve,in_rally,Hit Still In Play,none,10 -- 7
28,6,serve,in_rally,Dig,none,10 -- 7
29,6,serve,in_rally,Hit Still In Play,none,10 -- 7
29,6,serve,earned,Spike,them,10 -- 8
30,6,receive,in_rally,2-Pass,none,10 -- 8
30,6,receive,faults,Ball Handling,them,10 -- 9
31,6,receive,in_rally,2-Pass,none,10 -- 9
32,6,receive,in_rally,Hit Still In Play,none,10 -- 9
32,6,receive,earned,Spike,them,10 -- 10
33,6,receive,errors,Receive,them,10 -- 11
34,6,receive,in_rally,2-Pass,none,10 -- 11
34,6,receive,errors,Spike,them,10 -- 12
35,6,receive,in_rally,2-Pass,none,10 -- 12
36,6,receive,in_rally,Hit Still In Play,none,10 -- 12
36,6,receive,faults,Ball Handling,us,11 -- 12
37,1,serve,in_rally,3-Serve,none,11 -- 12
38,1,serve,in_rally,1-FB Pass,none,11 -- 12
38,1,serve,earned,Tip,us,12 -- 12
39,1,serve,in_rally,3-Serve,none,12 -- 12
39,1,serve,earned,Block,us,13 -- 12
40,1,serve,errors,Serve,them,13 -- 13
41,1,receive,in_rally,3-Pass,none,13 -- 13
41,1,receive,faults,Ball Handling,them,13 -- 14
42,1,receive,in_rally,1-Pass,none,13 -- 14
43,1,receive,in_rally,Hit Still In Play,none,13 -- 14
44,1,receive,in_rally,Dig,none,13 -- 14
44,1,receive,earned,Spike,us,14 -- 14
45,2,serve,in_rally,3-Serve,none,14 -- 14
45,2,serve,faults,Ball Handling,us,15 -- 14
46,2,serve,in_rally,3-Serve,none,15 -- 14
47,2,serve,in_rally,Dig,none,15 -- 14
48,2,serve,in_rally,Dig,none,15 -- 14
49,2,serve,in_rally,Hit Still In Play,none,15 -- 14
50,2,serve,in_rally,Dig,none,15 -- 14
50,2,serve,earned,Spike,us,16 -- 14
51,2,serve,in_rally,1-Serve,none,16 -- 14
52,2,serve,in_rally,Blocks Still In Play,none,16 -- 14
52,2,serve,errors,Whose Ball?,us,17 -- 14
53,2,serve,in_rally,2-Serve,none,17 -- 14
53,2,serve,errors,Spike,us,18 -- 14
undefined,2,serve,timeout,them 1,undefined,undefined
54,2,serve,in_rally,2-Serve,none,18 -- 14
54,2,serve,earned,Tip,them,18 -- 15
55,2,receive,errors,Receive,them,18 -- 16
56,2,receive,in_rally,2-Pass,none,18 -- 16
56,2,receive,errors,Spike,them,18 -- 17
57,2,receive,errors,Serve,us,19 -- 17
58,3,serve,in_rally,1-Serve,none,19 -- 17
58,3,serve,errors,Block,them,19 -- 18
59,3,receive,in_rally,2-Pass,none,19 -- 18
59,3,receive,faults,Net,us,20 -- 18
60,4,serve,in_rally,2-Serve,none,20 -- 18
61,4,serve,in_rally,Dig,none,20 -- 18
61,4,serve,faults,Under,them,20 -- 19
62,4,receive,errors,Serve,us,21 -- 19
63,5,serve,in_rally,2-Serve,none,21 -- 19
64,5,serve,in_rally,Dig,none,21 -- 19
65,5,serve,in_rally,Dig,none,21 -- 19
66,5,serve,in_rally,Hit Still In Play,none,21 -- 19
67,5,serve,in_rally,Hit Still In Play,none,21 -- 19
67,5,serve,errors,Block,them,21 -- 20
68,5,receive,in_rally,1-Pass,none,21 -- 20
69,5,receive,in_rally,Hit Still In Play,none,21 -- 20
69,5,receive,earned,Block,us,22 -- 20
70,6,serve,in_rally,2-Serve,none,22 -- 20
71,6,serve,in_rally,Dig,none,22 -- 20
71,6,serve,errors,Down Ball Hit,them,22 -- 21
72,6,receive,errors,Serve,us,23 -- 21
73,1,serve,in_rally,2-Serve,none,23 -- 21
73,1,serve,earned,Spike,them,23 -- 22
74,1,receive,in_rally,1-Pass,none,23 -- 22
75,1,receive,in_rally,Hit Still In Play,none,23 -- 22
75,1,receive,errors,Spike,us,24 -- 22
76,2,serve,errors,Serve,them,24 -- 23
77,2,receive,in_rally,3-Pass,none,24 -- 23
78,2,receive,in_rally,Hit Still In Play,none,24 -- 23
78,2,receive,earned,Spike,them,24 -- 24
undefined,2,receive,timeout,us 1,undefined,undefined
79,2,receive,in_rally,1-Pass,none,24 -- 24
79,2,receive,errors,Spike,them,24 -- 25
80,2,receive,errors,Receive,them,24 -- 26
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,3-Serve,none,0 -- 0
1,1,serve,errors,Spike,us,1 -- 0
2,1,serve,errors,Serve,them,1 -- 1
3,1,receive,in_rally,1-Pass,none,1 -- 1
4,1,receive,in_rally,Dig,none,1 -- 1
5,1,receive,in_rally,Hit Still In Play,none,1 -- 1
6,1,receive,in_rally,Hit Still In Play,none,1 -- 1
7,1,receive,in_rally,Dig,none,1 -- 1
7,1,receive,errors,Whose Ball?,them,1 -- 2
8,1,receive,in_rally,2-Pass,none,1 -- 2
8,1,receive,earned,Spike,us,2 -- 2
9,2,serve,in_rally,2-Serve,none,2 -- 2
10,2,serve,in_rally,Blocks Still In Play,none,2 -- 2
11,2,serve,in_rally,Dig,none,2 -- 2
12,2,serve,in_rally,Hit Still In Play,none,2 -- 2
12,2,serve,earned,Spike,them,2 -- 3
13,2,receive,in_rally,3-Pass,none,2 -- 3
13,2,receive,earned,Spike,us,3 -- 3
14,3,serve,in_rally,1-Serve,none,3 -- 3
15,3,serve,in_rally,Blocks Still In Play,none,3 -- 3
15,3,serve,earned,Spike,them,3 -- 4
16,3,receive,in_rally,1-Pass,none,3 -- 4
16,3,receive,earned,Block,us,4 -- 4
17,4,serve,in_rally,3-Serve,none,4 -- 4
17,4,serve,errors,Spike,us,5 -- 4
18,4,serve,in_rally,2-Serve,none,5 -- 4
18,4,serve,faults,Ball Handling,us,6 -- 4
19,4,serve,in_rally,2-Serve,none,6 -- 4
19,4,serve,errors,Spike,us,7 -- 4
20,4,serve,in_rally,2-Serve,none,7 -- 4
21,4,serve,in_rally,Dig,none,7 -- 4
22,4,serve,in_rally,Dig,none,7 -- 4
23,4,serve,in_rally,Hit Still In Play,none,7 -- 4
23,4,serve,earned,Spike,them,7 -- 5
24,4,receive,errors,Receive,them,7 -- 6
25,4,receive,in_rally,3-Pass,none,7 -- 6
25,4,receive,errors,Spike,them,7 -- 7
26,4,receive,in_rally,3-Pass,none,7 -- 7
26,4,receive,errors,Spike,them,7 -- 8
27,4,receive,in_rally,2-Pass,none,7 -- 8
27,4,receive,faults,Over the Net,us,8 -- 8
28,5,serve,earned,Ace,us,9 -- 8
29,5,serve,in_rally,2-Serve,none,9 -- 8
29,5,serve,earned,Block,us,10 -- 8
30,5,serve,in_rally,1-Serve,none,10 -- 8
30,5,serve,errors,Spike,us,11 -- 8
undefined,5,serve,timeout,them 1,undefined,undefined
31,5,serve,in_rally,1-Serve,none,11 -- 8
32,5,serve,in_rally,Dig,none,11 -- 8
32,5,serve,earned,Spike,us,12 -- 8
33,5,serve,in_rally,2-Serve,none,12 -- 8
33,5,serve,earned,Block,us,13 -- 8
34,5,serve,in_rally,2-Serve,none,13 -- 8
34,5,serve,earned,Spike,them,13 -- 9
35,5,receive,errors,Receive,them,13 -- 10
36,5,receive,in_rally,3-Pass,none,13 -- 10
36,5,receive,errors,Spike,them,13 -- 11
37,5,receive,in_rally,1-Pass,none,13 -- 11
38,5,receive,in_rally,Hit Still In Play,none,13 -- 11
38,5,receive,errors,Spike,us,14 -- 11
39,6,serve,in_rally,1-Serve,none,14 -- 11
39,6,serve,errors,Spike,us,15 -- 11
40,6,serve,errors,Serve,them,15 -- 12
41,6,receive,in_rally,1-Pass,none,15 -- 12
42,6,receive,in_rally,Hit Still In Play,none,15 -- 12
43,6,receive,in_rally,Blocks Still In Play,none,15 -- 12
44,6,receive,in_rally,Dig,none,15 -- 12
45,6,receive,in_rally,Dig,none,15 -- 12
46,6,receive,in_rally,Dig,none,15 -- 12
46,6,receive,errors,Whose Ball?,them,15 -- 13
47,6,receive,errors,Receive,them,15 -- 14
48,6,receive,in_rally,2-Pass,none,15 -- 14
48,6,receive,earned,Spike,us,16 -- 14
49,1,serve,in_rally,1-Serve,none,16 -- 14
49,1,serve,errors,Block,them,16 -- 15
50,1,receive,errors,Receive,them,16 -- 16
51,1,receive,in_rally,2-Pass,none,16 -- 16
52,1,receive,in_rally,Hit Still In Play,none,16 -- 16
53,1,receive,in_rally,Hit Still In Play,none,16 -- 16
54,1,receive,in_rally,Dig,none,16 -- 16
54,1,receive,earned,Spike,us,17 -- 16
55,2,serve,in_rally,2-Serve,none,17 -- 16
55,2,serve,errors,Spike,us,18 -- 16
56,2,serve,in_rally,1-Serve,none,18 -- 16
57,2,serve,in_rally,Dig,none,18 -- 16
57,2,serve,earned,Spike,us,19 -- 16
58,2,serve,in_rally,2-Serve,none,19 -- 16
59,2,serve,in_rally,Dig,none,19 -- 16
59,2,serve,earned,Spike,us,20 -- 16
undefined,2,serve,timeout,them 2,undefined,undefined
60,2,serve,in_rally,2-Serve,none,20 -- 16
60,2,serve,errors,Free Ball Receive,them,20 -- 17
61,2,receive,in_rally,3-Pass,none,20 -- 17
61,2,receive,faults,Ball Handling,them,20 -- 18
62,2,receive,in_rally,2-Pass,none,20 -- 18
63,2,receive,in_rally,Hit Still In Play,none,20 -- 18
63,2,receive,earned,Tip,them,20 -- 19
undefined,2,receive,timeout,us 1,undefined,undefined
63,2,receive,errors,Receive,them,20 -- 20
64,2,receive,in_rally,3-Pass,none,20 -- 20
64,2,receive,errors,Tip,them,20 -- 21
65,2,receive,in_rally,3-Pass,none,20 -- 21
66,2,receive,in_rally,Hit Still In Play,none,20 -- 21
66,2,receive,faults,Ball Handling,us,21 -- 21
67,3,serve,errors,Serve,them,21 -- 22
68,3,receive,in_rally,1-Pass,none,21 -- 22
68,3,receive,earned,Spike,us,22 -- 22
69,4,serve,in_rally,1-Serve,none,22 -- 22
69,4,serve,errors,Block,them,22 -- 23
70,4,receive,errors,Serve,us,23 -- 23
71,5,serve,in_rally,1-Serve,none,23 -- 23
72,5,serve,in_rally,Blocks Still In Play,none,23 -- 23
72,5,serve,earned,Spike,us,24 -- 23
73,5,serve,in_rally,2-Serve,none,24 -- 23
74,5,serve,in_rally,Blocks Still In Play,none,24 -- 23
74,5,serve,faults,Ball Handling,us,25 -- 23
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,Over Pass in Play,none,0 -- 0
1,6,receive,errors,Whose Ball?,them,0 -- 1
2,6,receive,errors,Receive,them,0 -- 2
3,6,receive,in_rally,3-Pass,none,0 -- 2
4,6,receive,in_rally,Hit Still In Play,none,0 -- 2
5,6,receive,in_rally,Blocks Still In Play,none,0 -- 2
5,6,receive,earned,Block,us,1 -- 2
6,1,serve,in_rally,1-Serve,none,1 -- 2
7,1,serve,in_rally,Blocks Still In Play,none,1 -- 2
8,1,serve,in_rally,Dig,none,1 -- 2
9,1,serve,in_rally,Hit Still In Play,none,1 -- 2
10,1,serve,in_rally,Dig,none,1 -- 2
11,1,serve,in_rally,Hit Still In Play,none,1 -- 2
11,1,serve,earned,Block,us,2 -- 2
12,1,serve,in_rally,1-Serve,none,2 -- 2
12,1,serve,earned,Spike,us,3 -- 2
13,1,serve,in_rally,2-Serve,none,3 -- 2
14,1,serve,in_rally,Dig,none,3 -- 2
15,1,serve,in_rally,Hit Still In Play,none,3 -- 2
15,1,serve,earned,Spike,them,3 -- 3
16,1,receive,errors,Receive,them,3 -- 4
17,1,receive,in_rally,2-Pass,none,3 -- 4
18,1,receive,in_rally,Hit Still In Play,none,3 -- 4
18,1,receive,faults,Net,us,4 -- 4
19,2,serve,in_rally,3-Serve,none,4 -- 4
19,2,serve,earned,Spike,us,5 -- 4
20,2,serve,in_rally,2-Serve,none,5 -- 4
21,2,serve,in_rally,Dig,none,5 -- 4
21,2,serve,earned,Spike,us,6 -- 4
22,2,serve,in_rally,1-Serve,none,6 -- 4
23,2,serve,in_rally,Dig,none,6 -- 4
23,2,serve,earned,Spike,us,7 -- 4
undefined,2,serve,timeout,them 1,undefined,undefined
24,2,serve,in_rally,2-Serve,none,7 -- 4
24,2,serve,errors,Spike,us,8 -- 4
25,2,serve,in_rally,3-Serve,none,8 -- 4
26,2,serve,in_rally,Blocks Still In Play,none,8 -- 4
27,2,serve,in_rally,Dig,none,8 -- 4
28,2,serve,in_rally,Hit Still In Play,none,8 -- 4
28,2,serve,errors,Block,them,8 -- 5
29,2,receive,in_rally,3-Pass,none,8 -- 5
30,2,receive,in_rally,Hit Still In Play,none,8 -- 5
31,2,receive,in_rally,Dig,none,8 -- 5
32,2,receive,in_rally,Hit Still In Play,none,8 -- 5
32,2,receive,errors,Spike,them,8 -- 6
33,2,receive,in_rally,2-Pass,none,8 -- 6
33,2,receive,earned,Spike,us,9 -- 6
34,3,serve,in_rally,1-Serve,none,9 -- 6
34,3,serve,errors,Block,them,9 -- 7
35,3,receive,in_rally,1-Pass,none,9 -- 7
36,3,receive,in_rally,Hit Still In Play,none,9 -- 7
37,3,receive,in_rally,Blocks Still In Play,none,9 -- 7
38,3,receive,in_rally,Dig,none,9 -- 7
39,3,receive,in_rally,Hit Still In Play,none,9 -- 7
39,3,receive,errors,Spike,them,9 -- 8
40,3,receive,in_rally,3-Pass,none,9 -- 8
40,3,receive,earned,Spike,us,10 -- 8
41,4,serve,in_rally,2-Serve,none,10 -- 8
41,4,serve,earned,Block,us,11 -- 8
42,4,serve,in_rally,2-Serve,none,11 -- 8
42,4,serve,errors,Block,them,11 -- 9
43,4,receive,in_rally,Over Pass in Play,none,11 -- 9
44,4,receive,in_rally,Blocks Still In Play,none,11 -- 9
44,4,receive,earned,Block,us,12 -- 9
45,5,serve,in_rally,1-Serve,none,12 -- 9
46,5,serve,in_rally,Dig,none,12 -- 9
47,5,serve,in_rally,Dig,none,12 -- 9
48,5,serve,in_rally,Hit Still In Play,none,12 -- 9
48,5,serve,earned,Tip,them,12 -- 10
49,5,receive,in_rally,3-Pass,none,12 -- 10
50,5,receive,in_rally,Hit Still In Play,none,12 -- 10
50,5,receive,faults,Ball Handling,us,13 -- 10
51,6,serve,in_rally,1-Serve,none,13 -- 10
51,6,serve,earned,Spike,them,13 -- 11
52,6,receive,in_rally,3-Pass,none,13 -- 11
52,6,receive,earned,Spike,us,14 -- 11
53,1,serve,errors,Serve,them,14 -- 12
54,1,receive,in_rally,3-Pass,none,14 -- 12
54,1,receive,earned,Spike,us,15 -- 12
55,2,serve,in_rally,2-Serve,none,15 -- 12
55,2,serve,earned,Tip,them,15 -- 13
56,2,receive,in_rally,3-Pass,none,15 -- 13
56,2,receive,earned,Spike,us,16 -- 13
57,3,serve,in_rally,2-Serve,none,16 -- 13
58,3,serve,in_rally,Dig,none,16 -- 13
58,3,serve,earned,Spike,us,17 -- 13
59,3,serve,in_rally,1-Serve,none,17 -- 13
60,3,serve,in_rally,Dig,none,17 -- 13
60,3,serve,earned,Spike,them,17 -- 14
61,3,receive,errors,Serve,us,18 -- 14
62,4,serve,in_rally,2-Serve,none,18 -- 14
62,4,serve,earned,Spike,them,18 -- 15
63,4,receive,in_rally,1-Pass,none,18 -- 15
64,4,receive,in_rally,Hit Still In Play,none,18 -- 15
64,4,receive,errors,Dig,them,18 -- 16
65,4,receive,faults,Out of Rotation,them,18 -- 17
66,4,receive,in_rally,1-Pass,none,18 -- 17
66,4,receive,errors,Spike,them,18 -- 18
67,4,receive,in_rally,2-Pass,none,18 -- 18
67,4,receive,earned,Spike,us,19 -- 18
68,5,serve,in_rally,2-Serve,none,19 -- 18
68,5,serve,errors,Spike,us,20 -- 18
69,5,serve,in_rally,2-Serve,none,20 -- 18
69,5,serve,earned,Block,us,21 -- 18
70,5,serve,errors,Serve,them,21 -- 19
71,5,receive,in_rally,3-Pass,none,21 -- 19
71,5,receive,earned,Spike,us,22 -- 19
72,6,serve,earned,Ace,us,23 -- 19
undefined,6,serve,timeout,them 2,undefined,undefined
73,6,serve,in_rally,3-Serve,none,23 -- 19
74,6,serve,in_rally,3-FB Pass,none,23 -- 19
75,6,serve,in_rally,Hit Still In Play,none,23 -- 19
76,6,serve,in_rally,Dig,none,23 -- 19
76,6,serve,errors,Spike,us,24 -- 19
77,6,serve,in_rally,2-Serve,none,24 -- 19
77,6,serve,earned,Block,us,25 -- 19
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,errors,Receive,them,0 -- 1
2,6,receive,errors,Receive,them,0 -- 2
3,6,receive,in_rally,3-Pass,none,0 -- 2
3,6,receive,earned,Spike,us,1 -- 2
4,1,serve,earned,Ace,us,2 -- 2
5,1,serve,in_rally,3-Serve,none,2 -- 2
6,1,serve,in_rally,3-FB Pass,none,2 -- 2
6,1,serve,errors,Whose Ball?,them,2 -- 3
7,1,receive,in_rally,1-Pass,none,2 -- 3
